"Timestamp,Email Address,Nama,Jenis Kelamain?,Usia?,Pendidikan terakhir?,Pekerjaan?,Pendapatan/Uang Saku per bulan?,Apakah anda memiliki akun Tokopedia aktif dan pernah melakukan transaksi di Tokopedia minimal satu kali?,Samsung Store di Tokopedia menyediakan tampilan toko yang rapi dan menarik (bukti fisik/tampilan visual).,Informasi produk Samsung yang ditampilkan di Tokopedia akurat dan dapat diandalkan.,Samsung Store di Tokopedia merespons pertanyaan dan keluhan saya dengan cepat.,""Saya merasa aman berbelanja produk Samsung melalui Tokopedia (jaminan, garansi resmi)."",Samsung Store di Tokopedia memahami kebutuhan dan preferensi saya sebagai konsumen.,Produk Samsung yang dijual di Tokopedia memiliki performa/kinerja yang baik sesuai spesifikasi yang tertera.,""\nProduk Samsung di Tokopedia dilengkapi fitur-fitur yang lengkap dan inovatif."",Produk Samsung yang saya terima dari Tokopedia sesuai dengan deskripsi dan gambar yang ditampilkan.,Produk Samsung memiliki daya tahan (durabilitas) yang baik berdasarkan informasi dan ulasan yang saya baca.,""Secara keseluruhan, saya menilai kualitas produk Samsung yang dijual di Tokopedia sudah baik."",Saya membaca ulasan produk Samsung di Tokopedia dari konsumen lain untuk mengetahui kesan dan pengalaman mereka.,""Untuk memastikan saya membeli produk Samsung yang tepat, saya membaca ulasan konsumen lain di Tokopedia secara online."",Saya mencari rekomendasi dari komunitas online atau forum sebelum membeli produk Samsung di Tokopedia.,Saya berminat untuk mencoba/membeli produk Samsung dari Tokopedia dalam waktu dekat.,Saya akan mempertimbangkan untuk membeli produk Samsung di Tokopedia jika rating dan ulasannya bagus.,Saya berencana untuk melakukan pembelian produk Samsung melalui Samsung Store di Tokopedia di masa mendatang."
2026-07-12 09:38:30,nina.arlita@gmail.com,Nina,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 09:40:02,opik.h@gmail.com,Opik,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Netral,Netral,Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 09:42:15,putri.w@yahoo.com,Putri,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 09:45:33,rizal.a@gmail.com,Rizal,Laki - laki,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Setuju,Netral,Setuju,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Netral
2026-07-12 09:48:12,sandra.d@gmail.com,Sandra,Perempuan,31-40 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 09:50:40,taufik.h@gmail.com,Taufik,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Netral
2026-07-12 09:53:15,utami.r@gmail.com,Utami,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 09:56:01,vicky.n@gmail.com,Vicky,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Tidak Setuju,Setuju,Setuju,Setuju
2026-07-12 09:58:44,wulan.s@gmail.com,Wulan,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:01:20,yanto.b@gmail.com,Yanto,Laki - laki,41-50 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Netral,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju
2026-07-12 10:03:55,zaskia.g@gmail.com,Zaskia,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Netral,Setuju,Sangat Setuju,Netral
2026-07-12 10:06:30,anwar.s@gmail.com,Anwar,Laki - laki,31-40 tahun,S1,Wirausaha,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Netral
2026-07-12 10:09:12,bella.c@gmail.com,Bella,Perempuan,20-30 tahun,D3,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:11:45,candra.d@gmail.com,Candra,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Tidak Setuju,Netral,Setuju,Netral,Tidak Setuju,Setuju,Netral,Netral,Setuju,Netral,Setuju,Setuju,Sangat Setuju,Netral,Setuju,Tidak Setuju
2026-07-12 10:14:20,diana.p@gmail.com,Diana,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 10:17:01,erik.h@gmail.com,Erik,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Netral,Netral,Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:19:34,fitri.a@yahoo.com,Fitri,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 10:22:15,gunawan.r@gmail.com,Gunawan,Laki - laki,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Setuju,Netral,Setuju,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Netral
2026-07-12 10:25:02,hana.s@gmail.com,Hana,Perempuan,31-40 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:27:40,indra.j@gmail.com,Indra,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Netral
2026-07-12 10:30:15,julia.m@gmail.com,Julia,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 10:33:01,kurnia.d@gmail.com,Kurnia,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Tidak Setuju,Setuju,Setuju,Setuju
2026-07-12 10:35:44,lestari.w@gmail.com,Lestari,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:38:20,maman.s@gmail.com,Maman,Laki - laki,41-50 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Netral,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju
2026-07-12 10:41:02,nadia.v@gmail.com,Nadia,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Netral,Setuju,Sangat Setuju,Netral
2026-07-12 10:43:44,oki.n@gmail.com,Oki,Laki - laki,31-40 tahun,S1,Wirausaha,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Netral
2026-07-12 10:46:19,pratiwi.a@gmail.com,Pratiwi,Perempuan,20-30 tahun,D3,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:49:01,ramdan.h@gmail.com,Ramdan,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Tidak Setuju,Netral,Setuju,Netral,Tidak Setuju,Setuju,Netral,Netral,Setuju,Netral,Setuju,Setuju,Sangat Setuju,Netral,Setuju,Tidak Setuju
2026-07-12 10:51:34,sari.p@gmail.com,Sari,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 10:54:20,taufiq.r@gmail.com,Taufiq,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Netral,Netral,Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 10:57:02,ulfa.m@yahoo.com,Ulfa,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 10:59:44,vito.s@gmail.com,Vito,Laki - laki,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Setuju,Netral,Setuju,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Netral
2026-07-12 11:02:15,widi.a@gmail.com,Widi,Perempuan,31-40 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 11:05:01,yusuf.m@gmail.com,Yusuf,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Netral
2026-07-12 11:07:44,ziva.m@gmail.com,Ziva,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 11:10:20,ade.k@gmail.com,Ade,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Tidak Setuju,Setuju,Setuju,Setuju
2026-07-12 11:13:02,bunga.c@gmail.com,Bunga,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 11:15:44,cahyo.n@gmail.com,Cahyo,Laki - laki,41-50 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Netral,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju
2026-07-12 11:18:19,dhini.a@gmail.com,Dhini,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Netral,Setuju,Sangat Setuju,Netral
2026-07-12 11:21:01,erwin.s@gmail.com,Erwin,Laki - laki,31-40 tahun,S1,Wirausaha,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Netral
2026-07-12 11:23:34,febby.r@gmail.com,Febby,Perempuan,20-30 tahun,D3,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 11:26:20,gilang.p@gmail.com,Gilang,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Tidak Setuju,Netral,Setuju,Netral,Tidak Setuju,Setuju,Netral,Netral,Setuju,Netral,Setuju,Setuju,Sangat Setuju,Netral,Setuju,Tidak Setuju
2026-07-12 11:29:02,helen.m@gmail.com,Helen,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 11:31:44,ihsan.u@gmail.com,Ihsan,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Netral,Netral,Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 11:34:19,julia.n@yahoo.com,Julia,Perempuan,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 11:37:01,kevin.s@gmail.com,Kevin,Laki - laki,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Netral,Setuju,Netral,Setuju,Netral,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Setuju,Netral
2026-07-12 11:39:44,lia.p@gmail.com,Lia,Perempuan,31-40 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 11:42:20,miko.r@gmail.com,Miko,Laki - laki,20-30 tahun,SMA/SMK,Mahasiswa/Pelajar,< Rp 2.000.000,Pernah,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Netral,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Setuju,Netral
2026-07-12 11:45:02,nita.c@gmail.com,Nita,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Setuju,Setuju,Sangat Setuju,Setuju
2026-07-12 11:47:44,omri.h@gmail.com,Omri,Laki - laki,31-40 tahun,S1,Wirausaha,> Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Netral,Tidak Setuju,Setuju,Setuju,Setuju
2026-07-12 11:50:19,putra.s@gmail.com,Putra,Laki - laki,20-30 tahun,S1,Mahasiswa/Pelajar,Rp 2.000.000 – Rp 5.000.000,Pernah,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju,Sangat Setuju
2026-07-12 11:53:01,qori.a@gmail.com,Qori,Perempuan,41-50 tahun,S2,Karyawan Swasta,> Rp 5.000.000,Pernah,Setuju,Setuju,Setuju,Sangat Setuju,Netral,Sangat Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Netral,Setuju,Setuju,Setuju
2026-07-12 11:55:34,riri.d@gmail.com,Riri,Perempuan,20-30 tahun,S1,Karyawan Swasta,Rp 2.000.000 – Rp 5.000.000,Pernah,Setuju,Setuju,Netral,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Setuju,Sangat Setuju,Setuju,Netral,Setuju,Sangat Setuju,Netral
